,Address,City,Price,Bedroom,Bathroom,Floors,Parking,Face,Area
1704,Deuba Chowk,Kathmandu,3500000,0,0,0.00,0,South East,17.50
1705,Narayanthan,Kathmandu,13000000,3,3,2.00,0,South,3.20
1706,Nagarkot,Bhaktapur,1500000,0,0,0.00,0,South,5.50
1707,Budhanilkantha,Kathmandu,700000,10,10,0.00,30,East,224.00
1708,Mandikatar,Kathmandu,225000,4,4,4.00,0,West,32.00
1709,Nearby Kathmandu School of Law,Bhaktapur,1100000,0,0,0.00,0,West,1.75
1710,Kausaltar,Bhaktapur,19500000,10,0,4.00,0,East,3.50
1711,Nearby,Kathmandu,2900000,0,0,0.00,0,South,3.50
1712,Bypass,Kathmandu,4500000,0,0,0.00,0,West,9.56
1713,Nearby,Kathmandu,1600000,0,0,0.00,0,South,34.00
1714,Chamasing,Bhaktapur,1000000,0,0,0.00,0,North East,15.00
1715,Srijana chowk,Kathmandu,1100000,0,0,0.00,0,North,14.00
1716,Kamalpokhari,Kathmandu,55000000,2,3,0.00,0,North East,9.93
1717,Changathali,Lalitpur,2250000,0,0,0.00,0,South,4.00
1718,Prestige Apartment,Kathmandu,22500000,3,4,0.00,0,North East,5.20
1719,Nearby Japanese Embassy,Kathmandu,30000000,3,3,0.00,0,South East,4.03
1720,Bijeshwori,Kathmandu,20000000,3,3,0.00,0,East,4.38
1721,Nearby KENNT collage of Technology,Kathmandu,6500000,0,0,0.00,0,North,5.00
1722,Naya Bazar,Kathmandu,6700000,0,0,0.00,0,South West,12.00
1723,Gokarna,Kathmandu,1000000,0,0,0.00,0,West,88.00
1724,Pasikot,Kathmandu,2500000,0,0,0.00,0,South West,12.00
1725,Nearby Sobahiti,Lalitpur,2600000,0,0,0.00,0,South,12.00
1726,Lele,Lalitpur,250000,0,0,0.00,0,East,144.00
1727,Bhaisepati,Lalitpur,2600000,0,0,0.00,0,North,5.00
1728,Chalnakhel,Kathmandu,400000,0,0,0.00,0,South East,32.00
1729,Chapagaun,Lalitpur,600000,0,0,0.00,0,East,64.00
1730,Maligaon,Kathmandu,65000000,5,6,0.00,0,North West,12.00
1731,Makalbari,Kathmandu,28000000,6,4,0.00,0,South,6.50
1732,Nearby AC Complex,Kathmandu,500000,0,0,0.00,0,North,0.88
1733,Padma Colony,Kathmandu,23000000,4,3,3.00,0,South,5.62
1734,Jhamsikhel,Lalitpur,35000000,5,4,3.00,0,South,3.00
1735,27.6845464,Lalitpur,70000000,5,5,3.00,4,South West,10.00
1736,Grande Villa,Kathmandu,23500000,3,3,2.00,0,East,4.00
1737,CG Hills Housing,Kathmandu,80000000,6,7,0.00,4,South East,14.75
1738,Behind Swimming Pool,Lalitpur,22500000,7,4,3.00,0,South West,3.30
1739,Khumaltar,Lalitpur,60000000,5,5,3.00,0,South,10.00
1740,Near Deep Housing Pokhara,Pokhara,170000000,5,8,0.00,0,East,32.00
1741,Mandala street,Kathmandu,2500000,0,0,0.00,0,South East,0.58
1742,Thulobharyang,Kathmandu,22700000,5,2,3.00,0,West,3.50
1743,Basundhara,Kathmandu,19800000,9,0,3.00,0,South East,3.50
1744,Raniban,Kathmandu,33500000,7,3,3.00,0,East,6.00
1745,Aakashedhara,Kathmandu,850000,0,0,0.00,0,North,0.58
1746,Nearby Livepool International School.,Kathmandu,2500000,0,0,0.00,0,North,0.88
1747,Buddhanagar,Kathmandu,52500000,0,0,3.00,0,West,5.00
1748,Near Nursury Chowk,Kathmandu,630000,0,0,0.00,0,South East,0.73
1749,Near Kantipur Colony,Lalitpur,15100000,0,0,2.00,0,North,3.20
1750,Budhanilkantha,Kathmandu,25000000,6,4,3.00,3,West,4.50
1751,Near Padma Colony,Kathmandu,17000000,4,4,3.00,0,North,3.10
1752,Nearby Kist Medical Collage,Lalitpur,1700000,0,0,0.00,0,South,3.51
1753,Opposite to Jubi Petrol Pump,Kathmandu,3500000,0,0,0.00,0,South,2.92
1754,Samakhusi,Kathmandu,25500000,5,2,3.00,2,North,3.31
1755,Nearby KItini High School,Lalitpur,600000,0,0,0.00,0,South West,0.58
1756,Ganesthan,Kathmandu,22500000,0,0,3.00,0,North,3.50
1757,Samakhusi,Kathmandu,34500000,10,0,3.00,0,South,4.20
1758,Pingalasthan,Kathmandu,2000000,0,0,0.00,0,North,0.73
1759,Nearby Sarbeshwor Mandir,Kathmandu,750000,0,0,0.00,0,North,0.58
1760,Khusibu,Kathmandu,300000,0,0,0.00,0,East,0.44
1761,Kapurdhara,Kathmandu,550000,0,0,0.00,0,East,0.73
1762,Nearby Diyalo Party palace,Kathmandu,4500000,0,0,0.00,0,North,16.00
1763,Bhatkeko Pati,Kathmandu,2100000,0,0,0.00,0,North West,6.00
1764,Kantipath,Kathmandu,90,0,0,1.00,0,North,6.95
1765,Bode,Bhaktapur,2500000,0,0,0.00,0,North,10.88
1766,Dhungeadda,Kathmandu,4000000,0,0,0.00,0,South,5.00
1767,Tulsipur,Chitwan,143750001250000,0,0,0.00,0,East,220.00
1768,Nearby Prashanti Chowk.,Kathmandu,450000,0,0,0.00,0,East,0.44
1769,Namuna Chowk,Kathmandu,1200000,0,0,0.00,0,South,0.58
1770,Near by Gramin School,Kathmandu,400000,0,0,0.00,0,East,0.88
1771,Opposite Citizen Bank,Kathmandu,750000,0,0,0.00,0,North,1.46
1772,Sanobharayang,Kathmandu,50000,3,2,0.00,0,West,4.00
1773,Bypass Chowk,Kathmandu,3500000,0,0,0.00,0,North,1.46
1774,Opposite to Prabhu Bank,Lalitpur,1500000,0,0,0.00,0,West,1.75
1775,Nearby Mahadevsthan Mandir,Kathmandu,1300000,0,0,0.00,0,North East,2.34
1776,Chandragiri,Kathmandu,600000,0,0,0.00,0,South,0.44
1777,Nearby Kharibot,Lalitpur,600000,0,0,0.00,0,South East,1.46
1778,Samakhusi,Kathmandu,650000,0,0,0.00,0,South,2.92
1779,Koteshwor,Kathmandu,1600000,0,0,0.00,0,North,16.00
1780,Kalanki,Kathmandu,450000,0,0,0.00,0,North,1.46
1781,Kalopul,Kathmandu,450000,0,0,0.00,0,South East,3.51
1782,Pepsicola,Kathmandu,500000,0,0,0.00,0,South East,0.58
1783,Brindaban Colony,Kathmandu,52500000,5,4,3.00,4,South,15.00
1784,Taukhel,Lalitpur,1700000,0,0,0.00,0,South West,5.00
1785,Kadaghari,Kathmandu,2100000,0,0,0.00,0,South East,3.00
1786,Old Baneshwor,Kathmandu,6000000,0,0,0.00,0,South,4.38
1787,Sirutar,Lalitpur,5860000,0,0,0.00,0,South West,4.19
1788,Bastolathar,Pokhara,1500000,0,0,0.00,0,East,95.46
1789,Sukedhara,Kathmandu,9000,0,0,0.00,0,North,1.46
1790,Near Kaldhara,Kathmandu,60000,2,1,0.00,0,South,3.51
1791,Nearby Bhatkeko pul,Kathmandu,150000,0,0,0.00,0,South East,16.00
1792,Dhobighat,Lalitpur,40000,2,2,0.00,0,South,2.63
1793,Lazimpat.,Kathmandu,40000,3,1,0.00,0,South West,3.51
1794,Narephate,Kathmandu,3400000,0,0,0.00,0,North,7.00
1795,Baraghare,Chitwan,605000055,0,0,0.00,0,South,1.59
1796,Nearby Hariyali Basti,Kathmandu,20500000,7,5,0.00,0,South East,5.00
1797,Chandol,Kathmandu,5700000,0,0,0.00,0,East,5.50
1798,Khokana Dobato,Lalitpur,39077000,4,4,3.00,1,South,8.50
1799,Khumaltar,Lalitpur,37500000,6,5,4.00,0,South West,0.00
1800,Pulchowk,Lalitpur,25000,2,1,0.00,0,North,2.34
1801,Chundevi,Kathmandu,31000000,8,3,4.00,1,South West,4.00
1802,Ekantakuna,Lalitpur,27000000,5,3,3.00,0,West,3.38
1803,Satdobato,Lalitpur,22000,2,1,1.00,0,South East,6.00
1804,Dhapakhel,Lalitpur,21500000,0,0,3.00,0,South West,4.50
1805,Lokanthali,Bhaktapur,25500000,0,0,4.00,0,South West,5.00
1806,Green Hill City Housing,Kathmandu,45000,4,4,0.00,0,North East,3.50
1807,Old Baneshwor,Kathmandu,85000,3,3,0.00,1,South East,8.00
1808,Thado Dhunga,Lalitpur,300000,4,4,3.00,3,South East,32.00
1809,Baluwatar,Kathmandu,380000,11,4,3.00,4,South East,16.00
1810,Jhamsikhel,Lalitpur,250000,5,3,3.00,4,South,20.00
1811,Padma Colony,Kathmandu,60000,4,4,3.00,0,South,0.01
1812,Hattigauda,Kathmandu,140000,5,4,0.00,4,South East,16.00
1813,Bhaisepati,Lalitpur,150000,5,3,3.00,3,South,0.04
1814,Pasikot,Kathmandu,2400000,0,0,0.00,0,East,6.00
1815,Nayabato,Lalitpur,40000000,4,2,3.00,2,East,8.00
1816,Samakhusi,Kathmandu,3300000,0,0,0.00,0,South West,10.00
1817,Aakashedhara,Kathmandu,20000000,0,0,3.00,0,East,4.20
1818,Dhobighat,Lalitpur,325000,7,5,3.00,5,South East,0.04
1819,Near Veena's Residency,Kathmandu,32500000,0,0,3.00,0,East,6.88
1820,Nearby Chappal Karkhana,Kathmandu,100000,5,2,0.00,0,South East,8.00
1821,Nakkhu,Lalitpur,70000,6,4,3.00,0,East,3.50
1822,Bagaichaa Colony,Kathmandu,45000000,0,0,3.00,0,East,8.00
1823,Nakhipot,Lalitpur,100000,0,0,0.00,0,South,8.00
1824,Nearby Hepali Height,Kathmandu,21500000,4,3,3.00,0,West,4.00
1825,Taulung,Kathmandu,1200000,0,0,0.00,0,South East,11.00
1826,Kumaripati,Lalitpur,125000,4,3,0.00,2,South East,6.14
1827,Budhanilkantha,Kathmandu,600000,0,0,0.00,0,South East,42.00
1828,Nearby Nepal Law Collage,Lalitpur,150000,3,4,2.00,0,South West,8.00
1829,Birtamod,Jhapa,2200000,0,0,0.00,0,North,340.00
1830,Near Saptarishi Mandir,Lalitpur,55000,5,2,0.00,0,South West,3.50
1831,Chappal Karkhana,Kathmandu,3300000,0,0,0.00,0,South,4.00
1832,Baluwatar,Kathmandu,150000,5,5,3.00,0,South East,7.00
1833,Badegaun,Lalitpur,1500000,0,0,0.00,0,South East,193.76
1834,Pachali,Kathmandu,70000000,0,0,3.00,5,South,16.00
1835,Bhaisepati,Lalitpur,200000,5,5,0.00,0,South East,5.50
1836,Rudhreshwor Chowk,Kathmandu,47500000,0,0,0.00,4,West,8.00
1837,Chakupat,Lalitpur,3500000,0,0,0.00,0,North,20.00
1838,Nearby Gusingal,Lalitpur,550000,6,6,0.00,10,South West,32.00
1839,Bhaisepati,Lalitpur,150000,5,4,3.00,2,South East,13.00
1840,Dhobighat,Lalitpur,180000,0,0,0.00,0,South,15.00
1841,Nearby Nakhipot Buspark,Lalitpur,125000,7,4,3.00,0,West,16.00
1842,Baluwatar,Kathmandu,350000,8,4,0.00,5,South West,16.00
1843,Bajhapatan 13 pokhara,Pokhara,12500000,0,0,0.00,0,North,5.00
1844,Baluwatar,Kathmandu,25000000,3,3,0.00,0,South East,5.26
1845,Central Park Apartment,Kathmandu,45000000,4,4,0.00,0,North East,10.81
1846,Central Park Apartment,Kathmandu,45000000,4,4,0.00,0,North East,10.81
1847,Kamalpokhari,Kathmandu,35000000,3,3,0.00,0,South East,7.16
1848,Sankhu,Kathmandu,400000,0,0,0.00,0,South,48.00
1849,Chandol,Kathmandu,3700000,0,0,0.00,0,South,21.00
1850,Jorpati,Kathmandu,11400000,0,0,1.00,0,South,3.00
1851,Nearby,Kathmandu,11400000,0,0,3.00,0,South,2.56
1852,Chandol,Kathmandu,4000000,0,0,0.00,0,South East,20.00
1853,Nearby,Kathmandu,1750000,0,0,0.00,0,South,3.00
1854,Behind Kalika tower,Kathmandu,4800000,0,0,0.00,0,East,8.00
1855,Jorpati Nayabasti,Kathmandu,12000000,4,0,1.00,0,East,3.20
1856,Dachhi,Bhaktapur,366666,0,0,0.00,0,South,3.00
1857,Near Chappal Factory,Kathmandu,180000000,0,0,3.00,0,South East,56.00
1858,Chovar,Kathmandu,1500000,0,0,0.00,0,East,3.81
1859,Budhanilkantha,Kathmandu,2700000,0,0,0.00,0,South,4.20
1860,Chhaaling,Bhaktapur,1050000,0,0,0.00,0,South East,14.00
1861,Mahalaxmi Nagarpalika-4,Lalitpur,14500000,10,0,3.00,4,East,3.10
1862,Maharajgunj,Kathmandu,36500000,3,4,0.00,0,North East,4.00
1863,Nearby Raddisson Hotel,Kathmandu,220000,2,3,0.00,0,North East,11.98
1864,Aakashedhara Height,Kathmandu,1300000,0,0,0.00,0,South,4.00
1865,Bhangal Height,Kathmandu,2000000,0,0,0.00,0,South East,9.00
1866,Dachindhoka,Kathmandu,1400000,0,0,0.00,0,East,4.00
1867,Ram Bazar,Pokhara,700000,0,0,0.00,0,South East,110.48
1868,Shiva Mandir,Kathmandu,24000000,7,0,3.00,4,South,4.00
1869,Chauthe,Pokhara,15000000,0,0,0.00,0,North,132.58
1870,Aakaashe Dhara,Kathmandu,20400000,11,0,3.00,4,South,4.00
1871,Nearby Kaski Modernize School,Pokhara,27000000,0,0,2.00,0,South East,4.50
1872,Near Buddha Chowk,Pokhara,30000000,0,0,3.00,0,North East,4.00
1873,Nearby Kaski Modernai School,Pokhara,18000000,0,0,0.00,0,South East,112.78
1874,Fulbari,Pokhara,35000000,0,0,4.00,0,North West,7.00
1875,Near Ghale Chowk,Pokhara,600000,0,0,0.00,0,South,235.11
1876,Near Ghale Chowk,Pokhara,16300000,0,0,0.00,0,South East,0.05
1877,Amarsingh Chowk,Pokhara,1150000,0,0,0.00,0,East,110.48
1878,Nearby Marigold School,Pokhara,6500000,0,0,0.00,0,South East,0.04
1879,Kapan Height,Kathmandu,700000,0,0,0.00,0,South,4.20
1880,Sunakothi,Lalitpur,1400000,0,0,0.00,0,North,4.94
1881,Baneshwor,Kathmandu,35700000,0,0,0.00,0,West,130.00
1882,Lele,Lalitpur,250000,0,0,0.00,0,South,160.00
1883,Paiyatar,Kathmandu,1100000,0,0,0.00,0,South,3.20
1884,Mulpani,Kathmandu,16000000,7,6,5.00,4,South East,3.10
1885,Simaltar,Kathmandu,2700000,0,0,0.00,0,South,4.00
1886,Tikathali,Lalitpur,9000000,4,1,1.00,0,West,3.20
1887,Tokha,Kathmandu,13000000,2,1,0.00,0,West,4.00
1888,Goldhunga,Kathmandu,1800000,0,0,0.00,0,West,6.00
1889,Dhampus,Kaski,900000,0,0,0.00,0,South,79.55
1890,Goldhunga,Kathmandu,1600000,0,0,0.00,0,West,4.00
1891,Ram Bazar,Pokhara,25000000,0,0,0.00,0,South East,5.00
1892,Civil homes,Kathmandu,45000,3,4,3.00,0,East,3.60
1893,Chitrapur,Bhaktapur,1800000,0,0,0.00,0,South,3.20
1894,Basundhara,Kathmandu,19500000,3,3,3.00,1,South East,2.75
1895,Simaltar,Kathmandu,17000000,4,3,3.00,4,East,3.20
1896,Kusunti,Lalitpur,90000,4,3,2.00,0,South East,16.00
1897,Nearby Embassy of Malasiya,Lalitpur,350000,5,5,3.00,15,South West,16.00
1898,Balaju,Kathmandu,100000,6,4,3.00,8,South,14.00
1899,Namdel Chowk,Kathmandu,150000,4,4,3.00,2,South East,10.00
1900,Sinamangal,Kathmandu,500000,5,7,3.00,2,South East,48.00
1901,Dhumbarahi,Kathmandu,38000000,10,0,0.00,3,South,7.00
1902,Bhaisepati,Lalitpur,130000,5,3,3.00,0,South East,8.00
1903,Dholahiti,Lalitpur,300000,8,6,0.00,5,West,48.00
1904,Ekatabasti,Kathmandu,110000,4,4,3.00,3,South,12.00
1905,Nearby Anoj Jyoti School,Lalitpur,1500000,4,4,3.00,5,North East,0.04
1906,Sanepa,Kathmandu,25000,0,0,0.00,0,East,4.00
1907,Thapathali,Kathmandu,165000,8,2,0.00,2,South East,16.00
1908,Kapan,Kathmandu,20000000,1,1,3.00,1,West,3.50
1909,Southern height housing,Lalitpur,25000000,3,3,2.00,1,South West,5.50
1910,Vinayak Colony,Lalitpur,120000,5,3,0.00,2,West,11.50
1911,Gajuri,Dhading,400000,0,0,0.00,0,South,1280.00
1912,Sunwal Nagarpalaika-7,Nawalparasi,100000,0,0,0.00,0,West,2.78
1913,Ramgram Nagarpalika,Nawalparasi,550000,0,0,0.00,0,West,240.00
1914,Civil Home,Lalitpur,150000,5,3,0.00,2,South East,16.00
1915,Chundevi,Kathmandu,150000,7,3,0.00,4,South East,0.03
1916,Sunwal Nagarpalika-3,Nawalparasi,1000000,0,0,0.00,0,South,520.00
1917,Nearby Norway Embassy,Lalitpur,160000,4,6,3.00,1,West,7.30
1918,Nawalparasi,Nawalparasi,550000,0,0,0.00,0,West,320.00
1919,Ramgram Nagarpalika-18,Nawalparasi,300000,0,0,0.00,0,West,100.00
1920,Sunwal Nagarpalika-8,Nawalparasi,1300000,0,0,0.00,0,West,180.00
1921,Sunwal Nagarpalika - 3,Nawalparasi,260000,0,0,0.00,0,West,5.00
1922,Subidhanagar,Kathmandu,270000,14,6,0.00,6,North East,13.00
1923,Rupandehi,Butwal,25000000,10,4,3.00,0,East,1.39
1924,Sanepa,Lalitpur,144000,3,4,0.00,1,South East,3.75
1925,sunwal Nagarpalika,Nawalparasi,125000,0,0,0.00,0,West,4.18
1926,Nawalparasi,Nawalparasi,2200000,0,0,0.00,0,West,40.00
1927,Sunwal Nagarpalika,Nawalparasi,1700000,0,0,0.00,0,West,1.99
1928,Hattiban,Lalitpur,80000,5,4,3.00,0,South West,5.00
1929,Nearby Bhatbhateni Supermarket,Kathmandu,125000,0,5,3.00,3,South,4.50
1930,Gahanapokhari,Kathmandu,200000,7,5,0.00,3,South West,7.00
1931,Khumaltar,Lalitpur,300000,4,4,0.00,5,South East,32.00
1932,Nearby Star Hospital,Lalitpur,125000,21,18,3.00,2,East,6.50
1933,New Baneshwor,Kathmandu,560000,0,0,0.00,12,North,0.06
1934,Pasikot,Kathmandu,17500000,6,2,3.00,1,North,3.50
1935,Samakhusi,Kathmandu,4400000,0,0,0.00,0,South,3.38
1936,Sundarbasti,Kathmandu,25000000,4,3,3.00,0,East,4.00
1937,Golfutar,Kathmandu,59900000,5,0,3.00,4,North,16.00
1938,Budhanilkantha,Kathmandu,29900000,10,0,3.00,3,East,4.10
1939,Dhumbarahi,Kathmandu,4200000,0,0,0.00,0,South East,8.00
1940,New Baneshwor,Kathmandu,55000000,0,0,2.00,0,East,8.20
1941,Bafal,Kathmandu,26500000,4,0,3.00,0,West,4.50
1942,Near,Kathmandu,32500000,8,6,3.00,4,South,4.38
1943,Samakhusi Town planning,Kathmandu,6000000,0,0,0.00,0,West,6.00
1944,Baluwatar,Kathmandu,4500000,0,0,0.00,0,South,11.00
1945,Makalbari,Kathmandu,21500000,7,4,4.00,1,South West,3.44
1946,Lazimpat,Kathmandu,5000000,0,0,0.00,0,North,6.00
1947,Lazimpat,Kathmandu,5000000,0,0,0.00,0,North,8.00
1948,Siddhartha Colony,Kathmandu,2800000,0,0,0.00,0,North,4.50
1949,Nearby Thamel,Kathmandu,38000000,8,4,4.00,1,North West,7.00
1950,Bhangal Height,Kathmandu,2500000,0,0,0.00,0,West,12.00
1951,Nearby API boarding school,Kathmandu,25000000,7,3,4.00,1,North,4.75
1952,Rudreshwor,Kathmandu,3200000,0,0,0.00,0,North,6.00
1953,Bhangal Height,Kathmandu,2400000,0,0,0.00,0,West,15.00
1954,Nearby SBI bank,Kathmandu,24000000,15,5,4.00,0,North,3.00
1955,Shreetole Height,Kathmandu,3200000,0,0,0.00,0,West,6.00
1956,Samakhusi,Kathmandu,4200000,0,0,0.00,0,North,7.00
1957,Basundhara,Kathmandu,480000,0,0,0.00,0,West,5.00
1958,Nearby Namuna Planning,Kathmandu,17000000,8,4,4.00,0,West,3.50
1959,Greenland Chowk,Kathmandu,3000000,0,0,0.00,0,East,5.20
1960,Greenland Chowk.,Kathmandu,3250000,0,0,0.00,0,West,4.00
1961,Mahadevtar Height,Kathmandu,3700000,0,0,0.00,0,South East,10.00
1962,Aananda tol,Kathmandu,26000000,5,3,3.00,2,North,4.30
1963,Budhanilkantha,Kathmandu,29000000,6,3,0.00,0,South,4.00
1964,Kalanki,Kathmandu,13500000,3,2,3.00,1,South West,3.31
1965,Budhanilkantha,Kathmandu,22800000,6,2,3.00,0,East,4.00
1966,Basundhara,Kathmandu,26000000,3,3,3.00,0,East,0.01
1967,Samakhusi,Kathmandu,6000000,0,0,0.00,0,South,6.50
1968,Nearby Colony home,Kathmandu,27500000,6,4,4.00,0,South,4.00
1969,Mandikatar,Kathmandu,22500000,4,3,3.00,0,East,3.13
1970,Narayanthan,Kathmandu,400000,4,5,3.00,10,South East,48.00
1971,Nearby LRI School,Kathmandu,15500000,7,2,0.00,0,West,3.50
1972,Hattigauda,Kathmandu,30000000,5,0,3.00,0,West,6.50
1973,Nearby IOM,Kathmandu,51500000,6,3,3.00,0,North East,6.00
1974,Sitapaila,Kathmandu,15000000,11,0,3.00,0,West,0.01
1975,Basundhara,Kathmandu,45000000,11,0,3.00,0,South,96.00
1976,Sukedhara,Kathmandu,33000000,11,0,3.00,0,East,5.00
1977,Dhumbarahi,Kathmandu,40000000,12,0,4.00,4,East,7.00
1978,Sundarbasti,Kathmandu,18200000,9,0,3.00,3,South,3.10
1979,Sundarbasti,Kathmandu,19200000,5,4,3.00,3,East,0.01
1980,Jyotinagar,Kathmandu,17700000,12,0,4.00,0,East,3.50
1981,Nearby Aakashedhara,Kathmandu,17000000,7,0,0.00,0,East,3.00
1982,Nearby Hattigauda,Kathmandu,29800000,10,0,3.00,3,West,6.00
1983,Nearby Dhumbarai Chowk.,Kathmandu,21000000,9,0,3.00,0,North West,3.50
1984,Nearby Jyotinagar,Kathmandu,34000000,6,3,3.00,4,South East,6.00
1985,Nearby Daachi Panitanki,Kathmandu,1450000,0,0,0.00,0,East,4.00
1986,Chandol,Kathmandu,40000000,6,4,3.00,4,South East,0.02
1987,Ram Mandir,Kathmandu,2150000,0,0,0.00,0,West,4.00
1988,Shreetole Height home,Kathmandu,19900000,3,3,0.00,0,South West,3.00
1989,Nearby Chapali Home,Kathmandu,16800000,10,0,3.00,0,South West,3.00
1990,Narayanthan,Kathmandu,100000,5,3,3.00,4,East,17.60
1991,Near krishnapur water tank,Chitwan,9000,1,1,3.00,1,North,25.17
1992,Basbari,Kathmandu,63000000,9,4,4.00,4,South,12.88
1993,Galkopakha,Kathmandu,100,0,0,3.00,0,East,28.80
1994,Dhapakhel Height,Lalitpur,12500000,3,2,3.00,3,South,3.00
1995,Jarankhu,Kathmandu,14200000,5,2,2.00,3,North West,3.62
1996,Dholahity,Lalitpur,20000000,5,4,3.00,3,North,3.06
1997,Golfutar,Kathmandu,19500000,5,3,3.00,2,East,3.20
1998,Kimdol,Kathmandu,21000000,4,2,2.00,2,South,3.10
1999,Kalikasthan,Kathmandu,100000000,5,2,3.00,4,West,10.10
2000,Samakhusi,Kathmandu,22500000,6,4,4.00,3,North,3.06
2001,Arubari,Kathmandu,37000000,5,4,3.00,4,South West,4.00
2002,Ramkot,Kathmandu,19000000,4,3,3.00,4,East,3.88
2003,Sitapaila,Kathmandu,45000000,5,5,3.00,4,East,9.00
2004,Lambagar,Kathmandu,16500000,6,3,3.00,3,South,4.00
2005,Sukedhara,Kathmandu,88000000,0,0,3.00,0,West,15.62
2006,Gongabu,Kathmandu,29000000,10,6,5.00,4,West,4.20
2007,Balkhu,Kathmandu,7500000,0,0,0.00,0,East,22.40
2008,Gahana,Kathmandu,55000000,0,0,4.00,0,North,7.00
2009,Birendra Chowk,Kathmandu,36000000,6,4,3.50,3,South East,3.20
2010,Suncity Planning,Kathmandu,24000000,10,6,3.00,4,East,3.20
2011,Gotthatar,Kathmandu,12000000,4,1,1.00,2,East,3.00
2012,Balaju,Kathmandu,8500000,0,0,0.00,0,West,6.94
2013,Near by Bhatbhatei Super Market.,Kathmandu,45000000,12,4,4.00,5,North,4.12
2014,Joranku,Kathmandu,15000000,3,3,3.00,2,South,3.20
2015,Phutung,Kathmandu,1000000,0,0,0.00,0,South West,7.00
2016,Samakhusi Town Planning,Kathmandu,500000,0,0,0.00,0,East,0.48
2017,Ichadol,Kathmandu,20000000,4,2,3.00,0,East,5.00
2018,sital height,Lalitpur,16000000,4,4,3.00,2,South East,3.00
2019,Thahiti Chowk,Kathmandu,37500000,4,4,6.00,4,East,2.88
2020,Thamel,Kathmandu,20000000,0,0,0.00,0,East,17.76
2021,Mitranagar,Kathmandu,31000000,9,9,4.00,3,North,2.20
2022,Samakhusi Town Planning,Kathmandu,20500000,5,4,3.00,3,South,2.20
2023,Near by Yellow Gumba,Kathmandu,26000000,4,5,3.00,3,East,4.12
2024,Narayanchaur,Kathmandu,120000,2,2,3.00,2,South West,3.21
2025,Bhaisepati,Lalitpur,7500000,2,2,1.00,2,West,2.34
2026,panipokhari,Kathmandu,100000,2,2,1.00,2,West,2.92
2027,Panipokhari,Kathmandu,17500000,3,3,3.00,2,South,4.62
2028,Battisputali,Kathmandu,5500000,0,0,0.00,0,South,7.50
2029,Durbar marg,Kathmandu,110000,2,2,3.00,2,North East,3.21
2030,Dhapakhel height,Lalitpur,25000000,4,3,3.00,1,South,4.75
2031,New Colony,Kathmandu,28500000,3,3,2.00,1,South West,5.25
2032,Lazimpat,Kathmandu,50000,0,0,0.00,0,East,200.00
2033,lazimpat,Kathmandu,40000,0,0,0.00,0,East,180.00
2034,Dhobhighat,Lalitpur,250000,0,0,0.00,0,East,35.20
2035,Near,Kathmandu,3000000,0,0,0.00,0,South,1.17
2036,Near,Lalitpur,2400000,0,0,0.00,0,South East,6.00
2037,Near,Kathmandu,3500000,0,0,0.00,0,East,5.00
2038,Near,Lalitpur,14500000,4,3,2.00,1,South East,5.19
2039,Budanilkantha,Kathmandu,27500000,6,4,3.00,1,South East,5.19
2040,Near,Kathmandu,2600000,0,0,0.00,0,East,4.00
2041,Lubhu Lalitpur,Lalitpur,60000,6,2,2.00,0,East,16.00
2042,Central Park Apartment,Kathmandu,120000,3,2,10.00,0,East,3.80
2043,Bijeshwari,Kathmandu,150000,2,2,4.00,0,South East,3.51
2044,Kamalpokhari,Kathmandu,55000000,2,3,0.00,0,North East,9.93
2045,Jhamsikhel,Lalitpur,40000,2,1,0.00,0,East,2.19
2046,Bazra and Sangrila Residency,Lalitpur,16500000,3,2,10.00,0,East,3.94
2047,Naxal,Kathmandu,30000000,0,3,5.00,0,West,19.75
2048,Mid- Baneshwor,Kathmandu,125000,5,2,2.00,5,East,10.00
2049,Near,Lalitpur,250000,5,3,3.00,2,East,13.00
2050,Maligaon,Kathmandu,65000000,5,6,3.00,0,North West,12.00
2051,Bhatbhateni,Kathmandu,235000000,10,10,0.00,0,East,33.00
2052,Dhungeadda,Kathmandu,4500000,0,0,0.00,0,South East,13.00
2053,Nearby,Kathmandu,47500000,10,6,0.00,0,East,3.06
2054,Godawari,Lalitpur,950000,0,0,0.00,0,South,10.00
2055,Chuchhepati,Kathmandu,35000000,10,4,3.00,0,West,4.50
2056,Pani Tanki,Lalitpur,2000000,0,0,0.00,0,West,5.31
2057,Balagaun,Kathmandu,2500000,0,0,0.00,0,South,3.94
2058,Sanepa,Lalitpur,300000,14,5,3.00,0,North,32.00
2059,Dhapasi Height,Kathmandu,60000,0,0,0.00,0,South East,18.00
2060,Mangal Colony,Lalitpur,60000,3,3,3.00,0,North,4.50
2061,City Scape Apartment,Lalitpur,55000,3,2,0.00,0,North,3.80
2062,Syuchatar,Kathmandu,20000000,5,3,3.00,0,North,3.75
2063,Tripureshwor,Kathmandu,25000000,3,4,4.00,0,South East,8.77
2064,Kumari Club,Kathmandu,49500000,7,7,3.00,0,South,9.00
2065,Devi Chaur,Lalitpur,300000,0,0,0.00,0,South East,160.00
2066,Bhatkeko Party,Kathmandu,18000000,4,4,2.00,0,South East,6.00
2067,Behind Bicc Hall,Kathmandu,6000000,0,0,0.00,0,South,9.50
