,Address,City,Price,Bedroom,Bathroom,Floors,Parking,Face,Area
597,Maharajgunj,Kathmandu,5500000,0,0,0.00,0,South,5.00
598,Golfutar,Kathmandu,3700000,0,0,0.00,0,East,8.00
599,Basundhara,Kathmandu,29800000,5,5,3.00,1,East,4.10
600,Baluwatar,Kathmandu,5700000,0,0,0.00,0,East,16.00
601,Jorpati,Kathmandu,1250000,0,0,0.00,0,East,5.00
602,Bishnudevi,Kathmandu,2000000,0,0,0.00,0,South East,3.44
603,Sanepa,Lalitpur,45000000,3,2,13.00,1,South,5.26
604,Chobhar,Kirtipur,1800000,0,0,0.00,0,South,80.00
605,Chobhar Height,Kirtipur,2000000,0,0,0.00,0,East,4.00
606,Sindhuli,Mahottari,220000,0,0,0.00,0,East,31.95
607,Sangam Marga,Jhapa,200000,0,0,0.00,0,North West,400.00
608,Simara Bazar,Bara,280000,0,0,0.00,0,East,0.00
609,OCHHU height,Lalitpur,15000,2,1,3.00,0,South East,2.05
610,Bhimsengola,Kathmandu,38700000,6,5,3.00,3,East,4.00
611,Bhimsengola,Kathmandu,39000000,6,5,3.00,3,East,4.00
612,Dhapakhel,Lalitpur,1200000,0,0,0.00,0,South East,3.30
613,Green Village Society,Kathmandu,15000000,4,2,1.50,1,South,4.75
614,Nearby ekdhara chwok,Kathmandu,155000000,9,6,5.50,31,North,14.50
615,Subidhanagar,Kathmandu,32500000,4,3,2.00,4,East,5.75
616,Dhobighat,Lalitpur,90000000,4,2,2.50,3,South,20.00
617,Balaju,Kathmandu,15000,2,1,0.00,1,North,3.00
618,Setipakha,Lalitpur,150000,5,3,3.00,1,East,10.00
619,Ganeshthan Temple,Kathmandu,4500000,0,0,0.00,0,East,6.00
620,Ochu Height,Lalitpur,19000000,0,4,3.00,1,South East,3.10
621,near Aadeshwor Planning,Kathmandu,21000000,6,5,2.50,1,East,4.00
622,Opposite of green hill city,Lalitpur,21500000,5,3,2.50,1,South,3.25
623,Opposite of Green Hill city,Lalitpur,22500000,6,3,2.50,1,South,3.50
624,Golfutar,Kathmandu,35000000,4,4,2.00,2,East,7.00
625,Mandikatar Height Near Hams Hospital,Kathmandu,60000000,5,4,2.00,2,East,14.00
626,Dhumbarahi,Kathmandu,75000000,0,4,2.00,0,East,11.00
627,Basundhara,Kathmandu,36500000,4,3,2.00,1,East,5.00
628,Hattigauda,Kathmandu,37500000,4,3,2.00,1,South East,5.00
629,Budhanilkantha Inside Siddhartha Colony,Kathmandu,3800000,0,0,0.00,0,East,10.88
630,Baluwatar Near Alice Restaurant,Kathmandu,5700000,0,0,0.00,0,East,16.00
631,Greenland Tokha Near Grande,Kathmandu,25000000,4,3,2.00,1,East,3.25
632,Greenland,Kathmandu,38500000,0,4,2.00,3,East,7.75
633,Rudreshwor,Kathmandu,3500000,0,0,0.00,0,South East,6.00
634,Bhangal sangyukta buspark,Kathmandu,24000000,4,3,2.00,1,East,4.00
635,Basundhara,Kathmandu,35500000,4,3,3.00,1,East,22.75
636,Chapali,Kathmandu,110000000,4,4,0.00,0,East,16.00
637,Bishalnagar,Kathmandu,55000000,4,3,0.00,2,East,5.00
638,Hattigauda,Kathmandu,35500000,4,4,2.00,2,East,6.25
639,Baniyatar,Kathmandu,29500000,4,3,2.00,1,East,4.00
640,Pasikot,Kathmandu,49500000,0,4,2.00,3,East,8.50
641,Sukedhara Chowk,Kathmandu,95000000,0,4,2.00,0,East,17.75
642,Jyotinagar,Kathmandu,28000000,4,3,2.00,2,South East,5.25
643,Siddhartha Colony,Kathmandu,45000000,4,4,0.00,3,East,7.00
644,Pasikot,Kathmandu,80000000,0,4,0.00,0,East,21.00
645,Dhapasi Height,Kathmandu,35000000,4,4,2.00,2,East,5.00
646,Location: Kathmandu > Chapali (Budhanilkantha),Kathmandu,57500000,4,4,2.00,4,South East,12.00
647,Dhumbarahi,Kathmandu,300000000,4,4,0.00,0,East,52.00
648,Hepali Height,Kathmandu,55000000,4,4,2.00,3,South East,9.00
649,Maharajgunj In Above 20 Feet Road.,Kathmandu,67500000,4,4,0.00,4,South East,9.00
650,Maharajgunj Just Behind Australian Embassy,Kathmandu,55000000,4,3,2.00,3,South East,8.00
651,Samakhusi,Kathmandu,35000000,6,3,2.00,2,East,5.00
652,Budhanilkantha,Kathmandu,36000000,5,4,2.00,2,North East,6.00
653,Kapan Height,Kathmandu,26000000,4,3,2.00,2,North East,4.00
654,Golfutar,Kathmandu,47500000,5,4,2.00,3,South East,9.00
655,Kapan,Kathmandu,18200000,5,5,3.00,1,East,3.20
656,Bishal Basti,Kathmandu,200000,13,5,3.50,1,North,10.00
657,Kapan,Kathmandu,26000000,6,5,3.00,1,East,4.00
658,Swayambhu,Kathmandu,39000000,5,5,3.00,2,East,7.00
659,thapachowk,Kathmandu,2300000,0,0,0.00,0,East,5.10
660,Mandikhatar,Kathmandu,120000,4,4,2.00,1,West,8.00
661,Hattigauda,Kathmandu,33500000,5,5,3.00,2,North West,5.50
662,Basundhara,Kathmandu,39900000,5,6,3.00,2,East,7.00
663,Westar Apartment,Lalitpur,18000000,3,2,4.00,1,East,3.68
664,Mandikatar,Kathmandu,32500000,8,7,4.00,1,South East,4.00
665,Budhanilkantha,Kathmandu,29000000,5,5,3.00,2,South,5.00
666,Grande Hospital,Kathmandu,2600000,0,0,0.00,0,North East,4.00
667,Budhanilkantha,Kathmandu,36000000,5,5,3.00,1,East,6.00
668,Golfutar,Kathmandu,47500000,4,5,3.00,3,East,9.00
669,Manamaiju,Kathmandu,28000000,0,0,0.00,0,East,4.00
670,Khadka Bhadrakali,Kathmandu,4000000,0,0,0.00,0,North,16.00
671,sital height,Lalitpur,15000000,5,3,2.50,1,West,2.50
672,Sital height,Lalitpur,20000000,6,3,2.50,2,North,3.50
673,Samakhusi,Kathmandu,23000000,6,5,3.00,1,North West,3.50
674,Sital height,Lalitpur,18500000,5,2,2.50,1,West,3.50
675,Hattigauda,Kathmandu,24500000,6,5,3.00,1,North East,4.00
676,Bhangal,Kathmandu,23800000,6,6,3.00,1,East,4.00
677,Grande Villa,Kathmandu,39000000,6,6,3.00,2,South,6.50
678,Budhanilkantha,Kathmandu,31000000,5,5,3.00,1,South West,4.50
679,Tokha,Kathmandu,29000000,6,5,3.00,1,South,4.00
680,Grande Villa,Kathmandu,25000000,6,5,3.00,1,South,3.50
681,Maharajgunj,Kathmandu,56000000,5,5,3.00,2,South,8.00
682,Maharajgunj,Kathmandu,67500000,5,5,3.00,3,South East,9.00
683,Hattigauda,Kathmandu,4000000,0,0,0.00,0,East,11.00
684,Budhanilkantha,Kathmandu,3500000,0,0,0.00,0,East,6.00
685,Samakhusi,Kathmandu,37500000,6,6,3.00,1,East,3.75
686,Golfutar,Kathmandu,350000,6,6,3.00,4,East,22.00
687,Budhanilkantha,Kathmandu,4200000,0,0,0.00,0,East,8.00
688,Samakhusi,Kathmandu,35000000,6,5,3.00,1,East,4.75
689,Sanagau height,Lalitpur,22000000,5,3,2.50,2,East,3.50
690,Tikathali,Lalitpur,19500000,5,3,2.50,2,East,3.50
691,Kantipur college,Lalitpur,17000000,5,3,2.50,2,South,3.50
692,Sanagau height,Lalitpur,17500000,6,4,2.50,1,South,3.12
693,Durbarmarg,Kathmandu,850000,0,1,0.00,1,East,1.46
694,Mhepi Jana marga,Kathmandu,4500000,0,0,0.00,0,North East,12.00
695,Buddha Colony,Lalitpur,17500000,5,3,2.50,1,South East,3.12
696,Nilkantha Nagarpalika -3,Dhading,10000000,4,3,2.00,0,East,4.12
697,manamaiju,Kathmandu,22000000,0,0,0.00,0,East,3.25
698,Fulbari,Kathmandu,25000,2,1,0.00,1,East,5.00
699,Naikap,Kathmandu,22000000,11,3,2.50,1,South,6.00
700,imadol -4 lalitpur,Lalitpur,19000000,4,3,0.00,1,North,3.50
701,Ichangu,Kathmandu,1950000,0,0,0.00,2,North West,49.00
702,Putalisadak,Kathmandu,120000000,0,0,5.00,0,West,3.56
703,Bafal,Kathmandu,5750000,0,0,0.00,0,East,21.50
704,Mahalaxmi,Lalitpur,1600000,0,0,0.00,0,East,5.31
705,Narepthat- 32,Kathmandu,22000000,5,2,2.50,1,East,2.75
706,Baba Chowk Mulpani,Kathmandu,2500000,0,0,0.00,0,East,4.50
707,imadol -4 lalitpur,Lalitpur,3000000,0,0,0.00,0,West,3.81
708,Sitapaila harisiddhi,Kathmandu,17500000,5,4,3.00,1,North,3.10
709,Khichapokhari,Kathmandu,400000,0,0,0.00,0,South,16.00
710,Imadol near buddha party palace,Lalitpur,18000000,4,3,2.00,1,South,3.12
711,Khahare Chowk,Kathmandu,34000000,5,4,0.00,1,South,6.00
712,Tokha,Kathmandu,26300000,5,0,0.00,1,East,4.00
713,Basundhara,Kathmandu,37000000,6,0,0.00,1,East,69.00
714,Chaising tole,Kathmandu,21000000,4,3,2.00,1,East,4.88
715,Sital Height,Lalitpur,17000000,4,3,2.50,1,South,3.38
716,Masbar pokhara,Pokhara,700000,0,0,0.00,0,North,2.00
717,sital height,Lalitpur,2400000,0,0,0.00,0,West,3.31
718,Ochu height,Lalitpur,17000000,8,3,2.50,1,South,3.00
719,NayaBasti,Lalitpur,2800000,0,0,0.00,0,South,3.75
720,Suryadarsan Height,Kathmandu,16000000,4,3,0.00,1,East,3.00
721,Imperial Court,Lalitpur,150000,3,3,0.00,1,South,5.84
722,Gumba,Lalitpur,22000000,10,3,3.00,1,South,3.75
723,Imadol 1,Lalitpur,65000,0,0,4.00,0,North East,6.38
724,Sychataar,Kathmandu,11500000,2,1,1.00,1,North East,4.00
725,Bijayanagar,Chitwan,1850000,0,0,0.00,0,East,323.20
726,Panga,Kirtipur,2100000,0,0,0.00,0,South West,5.00
727,imadol -4 lalitpur,Lalitpur,19700000,4,4,3.00,2,South,3.50
728,Baniyatar,Kathmandu,29000000,6,5,3.00,1,East,4.00
729,Mandikatar,Kathmandu,290000000,6,5,2.00,20,East,55.00
730,Hattigauda,Kathmandu,45000000,6,6,3.00,3,East,8.50
731,Golfutar,Kathmandu,36000000,4,5,3.00,3,West,7.00
732,Hattigauda,Kathmandu,35500000,5,5,3.00,2,North West,5.50
733,Hanuman chowk marga,Kathmandu,6100000,0,0,3.00,0,North,3.06
734,Damak,Jhapa,600000,0,0,0.00,0,East,360.00
735,Thulobharang,Kathmandu,24100000,3,3,3.00,0,South West,2.75
736,124,Bhaktapur,15500000,4,2,0.00,1,East,3.00
737,Budhanilkantha,Kathmandu,40000000,5,5,3.00,3,East,7.50
738,Goshiphal Marg,Kathmandu,17500000,5,3,7.00,0,West,0.50
739,Comfort Housing,Lalitpur,20000000,3,2,3.00,1,South,3.00
740,Hattiban,Lalitpur,18000000,5,3,3.00,1,West,3.10
741,Nepal Cancer Hospital,Lalitpur,35000000,18,16,3.00,1,East,6.50
742,Gongabu,Kathmandu,17000000,0,0,0.00,0,East,3.00
743,Lagankhel-5,Lalitpur,100,0,15,6.00,20,West,14.00
744,Dhaneshwor Temple,Kathmandu,26000000,4,3,2.50,0,North,3.50
745,Dharmasthali Marga,Kathmandu,4500000,0,0,0.00,0,South,5.50
746,Bardiya,Bardiya,3650000,4,1,0.00,0,North,20.00
747,Kantipur Colony,Lalitpur,3100000,0,0,0.00,0,East,3.50
748,Dhapasi,Kathmandu,25500000,5,6,3.00,1,East,3.50
749,Godawari 6,Lalitpur,350000,0,0,0.00,0,East,27.00
750,Chapali,Kathmandu,68000000,5,5,3.00,4,East,12.00
751,Bhangal,Kathmandu,21500000,6,5,3.00,1,North East,3.50
752,Mandikatar,Kathmandu,18200000,6,0,3.00,5,West,3.00
753,Pasikot,Kathmandu,80000000,4,4,3.00,4,East,21.00
754,Man,Kathmandu,19900000,6,5,3.00,1,South West,3.10
755,Man,Kathmandu,72000000,5,5,3.00,0,South West,17.00
756,Baluwatar,Kathmandu,60000000,5,5,3.00,0,North East,6.00
757,Budhanilkantha,Kathmandu,57500000,6,5,3.00,6,North West,12.00
758,Dhapasi,Kathmandu,66000000,5,5,3.00,4,South East,14.00
759,Ekatabasti,Kathmandu,29900000,7,5,3.00,1,South West,4.00
760,Man,Kathmandu,29900000,7,7,3.00,1,South East,4.00
761,Dhapasi,Kathmandu,33500000,4,4,3.00,1,North East,5.00
762,i.j pioneer school,Lalitpur,37500000,5,4,0.00,1,East,4.75
763,Dallu,Kathmandu,2300000,0,0,0.00,0,East,3.75
764,Gurjudhara,Kathmandu,2250000,0,0,0.00,0,East,4.00
765,Tinthana,Kathmandu,23000000,3,2,3.00,3,East,5.25
766,Swayambhu,Kathmandu,20600000,5,3,3.00,1,North East,3.10
767,Khahare-Gothatar near mahantar chowk,Kathmandu,26000000,5,3,3.00,1,West,4.00
768,Dhapasi,Kathmandu,65000000,5,5,0.00,3,South,8.00
769,Budhanilkantha,Kathmandu,400000000,6,6,3.00,20,East,4.90
770,Budhanilkantha,Kathmandu,45000000,4,5,3.00,3,South East,7.00
771,Hattigauda,Kathmandu,3500000,0,0,0.00,0,South West,4.50
772,Thali,Kathmandu,1350000,0,0,0.00,0,East,4.00
773,27.7154959,Kathmandu,600000,0,0,0.00,0,South East,58.00
774,Nayabasti,Kathmandu,28500000,8,3,3.00,1,North East,4.00
775,24,Lalitpur,35000,4,3,2.00,1,East,4.00
776,army medical college,Kathmandu,40000000,0,0,2.50,1,North,5.00
777,Jogin Pakha Marg,Kathmandu,400000,11,8,6.00,5,East,8.00
778,Imadol,Lalitpur,19000000,0,0,0.00,1,North East,52.00
779,Jogin Pakha Marg,Kathmandu,70000,2,1,6.00,5,East,8.00
780,Imadol,Lalitpur,11000000,2,1,1.00,1,East,35.00
781,Imadol,Lalitpur,19200000,4,5,3.00,1,East,3.06
782,Ekatabasti,Kathmandu,36000000,5,5,3.00,2,East,5.50
783,Sitapaila,Kathmandu,20500000,4,4,0.00,1,South,4.00
784,milanchok,Chitwan,900000,0,0,0.00,0,East,1.79
785,Bishalnagar,Kathmandu,45000,2,2,0.00,1,South East,3.05
786,Thadodhunga,Lalitpur,150000,3,4,0.00,2,East,5.50
787,Sitapaila,Kathmandu,18000000,4,4,3.00,1,North,3.10
788,Budhanilkantha,Kathmandu,72000000,5,5,3.00,4,East,13.00
789,Surya Darshan Height,Kathmandu,23000000,6,5,3.00,1,East,4.00
790,Mandikatar,Kathmandu,19900000,6,4,3.00,1,South East,3.10
791,Samakhusi,Kathmandu,40000000,7,8,4.00,2,East,4.00
792,Sundarbasti,Kathmandu,21500000,5,5,3.00,1,South,3.50
793,66/51,Kathmandu,34500000,6,3,2.00,2,North East,4.00
794,Dhapasi,Kathmandu,70000000,4,4,2.00,4,West,16.00
795,Fireflies Hostel,Kathmandu,55000000,0,0,0.00,0,East,6.20
796,Budhanilkantha,Kathmandu,65000000,5,5,3.00,4,South,15.00
797,Dhumbarahi,Kathmandu,62000000,7,7,3.00,3,East,8.00
798,Lampokhari Chowk,Kathmandu,5800000,0,2,2.00,2,North,10.00
799,THADODHUNGA,Lalitpur,150000,3,4,3.00,2,East,5.50
800,Jorpati opposite to Makalbari,Kathmandu,35000,4,3,0.00,2,East,4.00
801,sitapaila,Kathmandu,25500000,0,0,3.50,0,North,4.50
802,jharankhu,Kathmandu,13500000,0,0,0.00,1,South East,2.50
803,Harisiddhi,Lalitpur,28000000,0,0,0.00,0,South,5.75
804,Ganesthan,Kathmandu,20000000,0,0,0.00,2,East,3.00
805,Buddha Colony,Kathmandu,67500000,4,4,2.00,2,East,14.00
806,Pasikot,Kathmandu,32500000,4,4,2.00,2,East,6.25
807,SundarBasti,Kathmandu,35000000,4,4,2.00,2,East,7.00
808,budhanilkantha,Kathmandu,31000000,4,4,2.00,1,East,4.50
809,Sukedhara,Kathmandu,32500000,4,4,2.00,1,East,3.75
810,Mandikatar,Kathmandu,20000000,4,4,3.00,1,East,3.25
811,sukedhara,Kathmandu,35000000,2,3,0.00,4,East,5.25
812,Golfutar,Kathmandu,32500000,4,3,3.00,1,East,4.00
813,Budhanilkantha,Kathmandu,22000000,10,0,3.00,0,North,5.00
814,Rudreshwor,Kathmandu,35000000,4,4,3.00,2,East,6.00
815,Tokha,Kathmandu,26000000,0,0,3.00,1,East,4.00
816,Dhaneshwore,Kathmandu,26500000,0,0,3.00,1,South East,4.00
817,dauradipo haiway,Kathmandu,11500000,0,0,0.00,0,East,3.50
818,Trishakti Petrol Pump,Kathmandu,60000000,0,0,4.00,0,South,5.10
819,Banasthali,Kathmandu,37000000,7,6,4.00,1,South,5.00
820,Tokha,Kathmandu,13200000,4,2,0.00,1,East,0.01
821,ramkot,Kathmandu,1200000,0,0,0.00,0,North,8.00
822,Rai Tol,Makwanpur,16000000,0,0,0.00,0,North,1.59
823,Lolang,Kathmandu,900000,0,0,0.00,0,South,3.00
824,Jhorahat Bazar,Morang,200000,0,0,0.00,0,North,2.39
825,Lokanthali,Bhaktapur,27000000,16,3,3.00,0,North,6.00
826,Ghorai,Dang,250000,0,0,0.00,0,South East,1920.00
827,Bhojad,Chitwan,50000000,0,0,0.00,0,North,40.00
828,Sirutar,Bhaktapur,1800000,0,0,0.00,0,North,3.75
829,Ochu Height,Lalitpur,3700000,0,0,0.00,0,South West,5.00
830,Kirtipur,Kirtipur,15000000,0,2,3.00,0,South,5.50
831,bagmati gaupalika,Makwanpur,2500000,0,0,0.00,0,East,200.00
832,Changathali,Lalitpur,6500000,2,1,2.00,0,West,3.00
833,House,Kathmandu,27500000,7,0,3.00,2,East,4.50
834,Golfutar,Kathmandu,18000000,6,4,3.00,2,East,3.00
835,Rayamajhi,Kathmandu,32000000,8,4,0.00,1,North,3.25
836,Satdobato Godawari highway,Lalitpur,3000000,0,0,0.00,0,North East,0.01
837,kusunti,Lalitpur,38500000,4,4,3.00,3,North West,5.62
838,638,Kathmandu,35000000,4,4,4.00,1,East,4.00
839,Sanepa,Lalitpur,235000,3,3,10.00,2,South,5.22
840,akatabasti,Kathmandu,18200000,0,0,0.00,0,East,3.00
841,Harharmahadev,Kathmandu,13500000,4,3,3.00,1,South East,2.50
842,Itahari,Sunsari,600000,0,0,0.00,0,North,3.58
843,Kantipur Engineering College,Lalitpur,18000,2,1,0.00,0,North,2.63
844,Tintoliya,Biratnagar,8000000,3,1,2.00,1,North East,1.79
845,Nirankari mandala,Lalitpur,60000,3,3,0.00,0,South,3.50
846,Manglapur Chowk,Butwal,2500000,0,0,0.00,0,West,50.91
847,Bhojad,Chitwan,7500000,2,1,1.00,2,East,1.19
848,Dhumbarahi,Kathmandu,5700000,0,0,0.00,0,West,6.75
849,Goldhunga,Kathmandu,2000000,0,0,0.00,0,West,3.00
850,Lal Durbar marg,Kathmandu,50000,0,0,0.00,0,North,2.50
851,Chandragiri Cable Car,Kathmandu,1150000,0,0,0.00,0,East,8.00
852,Adhikari mod,Kathmandu,32500000,6,5,3.00,5,East,0.00
853,27.6845464,Bhaktapur,85000,0,0,3.00,0,East,12.00
854,Chandragiri Cable Car,Kathmandu,1050000,0,0,0.00,0,South,7.50
855,House No 21 Satapatri Tole,Kathmandu,18000000,0,3,3.00,1,East,3.31
856,chalnakhel 1 kha,Kathmandu,3000000,0,0,0.00,0,North,0.00
857,Teku,Kathmandu,20000000,0,0,0.00,0,South West,0.00
858,Sanogaun,Lalitpur,14500000,0,0,0.00,0,West,3.00
859,Rarahil Memorial School,Kathmandu,1900000,0,0,0.00,0,West,5.00
860,Bajhapatan,Pokhara,11000000,0,0,0.00,0,East,70.71
861,Rudreshwor Chowk Bus Stop,Kathmandu,45000000,0,0,0.00,0,South,8.00
862,Rudreshwor Chowk Bus Stop,Kathmandu,49500000,0,0,0.00,0,South,9.00
863,Khumaltar Height,Lalitpur,70000000,3,3,2.00,4,East,10.00
864,Shantingar Gate,Kathmandu,70000000,4,3,3.00,4,East,9.50
865,31,Kathmandu,4300000,0,0,0.00,0,North,9.00
866,Lower Sanepa,Lalitpur,25000000,3,5,0.00,1,East,4.00
867,imadol 2,Lalitpur,16000000,16,4,4.00,1,East,4.00
868,Sanogaun,Lalitpur,13500000,3,9,3.00,0,North East,2.75
869,Sana Gaun,Lalitpur,12000000,2,1,1.00,0,North East,3.06
870,sainbu sital colony,Lalitpur,2700000,0,0,0.00,0,North East,6.50
871,House,Kathmandu,27800000,6,3,3.00,2,East,5.00
872,Civil Homes,Lalitpur,36000000,3,3,0.00,2,East,6.50
873,Golfutar basketball ground,Kathmandu,3800000,0,0,0.00,0,West,80.00
874,maitry marg Bakhundole,Lalitpur,180000,5,0,0.00,2,East,5.00
875,Ghattekulo,Kathmandu,100000000,8,9,4.00,4,South,13.50
876,Bhimsengola,Kathmandu,60000000,6,3,0.00,4,South,9.25
877,Raniban,Kathmandu,4000000,0,0,0.00,0,North East,4.88
878,Budhanilkantha,Kathmandu,65000000,5,5,3.00,3,South East,15.00
879,Golfutar,Kathmandu,56000000,6,6,3.00,3,East,10.00
880,Budhanilkantha,Kathmandu,44500000,6,5,3.00,3,South East,8.10
881,Hattigauda,Kathmandu,85000000,5,5,0.00,3,East,17.00
882,Machha Pokhari,Kathmandu,38000000,0,0,0.00,0,East,8.00
883,thapagaun,Kathmandu,2000000,0,0,0.00,0,West,7.00
884,Chandragiri Cable Car,Kathmandu,1375000,0,0,0.00,0,West,4.00
885,chekpost thankot,Kathmandu,1450000,0,0,0.00,0,East,4.00
886,Dhunge Dhara,Kathmandu,19000000,8,0,3.00,0,South,3.12
887,Chamunda Road Besigaun,Kathmandu,50000,6,3,2.00,3,East,6.50
888,Trivuban Park,Kathmandu,1700000,0,0,0.00,0,West,6.50
889,Kadaghari,Kathmandu,7500000,3,1,1.00,0,North,2.50
890,Hepali Near Golfutar,Kathmandu,47500000,5,4,0.00,2,East,8.00
891,Grende Villa,Kathmandu,25000000,3,3,0.00,1,South,4.00
892,Krishna Mandir,Lalitpur,22500000,7,2,3.00,0,South,3.88
893,Southern Heights Housing,Lalitpur,35000000,5,4,0.00,2,West,6.00
894,Pachdhara,Kathmandu,1300000,0,0,0.00,0,West,1.17
895,Katyayani Temple,Kathmandu,50000000,7,4,2.00,1,South East,7.00
896,Chakupat,Lalitpur,4000000,0,0,0.00,0,North,5.50
897,Boharatar,Kathmandu,25000000,7,5,4.00,1,North,3.00
898,Syuchatar,Kathmandu,16500000,0,0,2.00,0,South East,3.06
899,Museum Marga,Kathmandu,46000000,5,4,0.00,2,South West,7.00
900,Kausaltar,Bhaktapur,30000000,5,4,3.00,0,East,7.50
901,Sirutar,Bhaktapur,1700000,0,0,0.00,0,East,4.81
902,Green Hill City,Kathmandu,3300000,0,0,0.00,0,North,5.50
903,Damak,Jhapa,330000,0,0,0.00,0,North,1.99
904,Gongabu,Kathmandu,7000000,0,0,0.00,0,North,4.00
905,Neuro Hospital,Kathmandu,28000000,2,4,3.00,3,South,5.00
906,MId Baneshwor,Kathmandu,35000000,0,0,0.00,0,North,4.25
907,Thapagaun,Kathmandu,49000000,0,0,0.00,0,South,4.50
908,Maipi,Kathmandu,4000000,0,0,0.00,0,South,4.00
909,Shree ram chowk,Kathmandu,20000,2,1,3.00,2,South,6.00
910,Medical College Road,Parsa,350000,0,0,0.00,0,East,5.17
911,Sundarbasti,Kathmandu,21500000,5,5,3.00,1,East,3.50
912,Greenland Chok,Kathmandu,3900000,0,0,0.00,0,East,8.00
913,Golfutar,Kathmandu,6700000,0,0,0.00,0,West,4.00
914,Srijana Tole,Kathmandu,25500000,7,5,3.00,1,East,5.00
915,Budhanilkantha Villa,Kathmandu,4200000,0,0,0.00,0,East,8.00
916,Gothatar,Kathmandu,16500000,8,0,0.00,0,North,3.06
917,Sundara Basti,Kathmandu,22000000,11,0,0.00,0,West,4.25
918,Thathali,Bhaktapur,10500000,0,0,0.00,0,South,4.00
919,Budhanilkantha,Kathmandu,2200000,0,0,0.00,0,West,9.50
920,Lagankhel,Lalitpur,5000000,0,0,0.00,0,North,0.03
921,Jagate,Lalitpur,1250000,0,0,0.00,0,West,4.25
922,Pragati Tole,Kathmandu,70000000,5,7,2.00,3,East,12.00
923,Nearby Sangeet Chowk,Itahari,1250000,0,0,0.00,0,North,1.99
924,Prakritik Chowk,Kathmandu,39500000,5,6,3.00,5,North,5.75
925,Khahare chowk dahachowk,Kathmandu,1450000,0,0,0.00,0,North East,160.00
926,Guheshwori,Kathmandu,18000000,2,1,1.00,0,South,81.00
927,Shovahiti,Lalitpur,4300000,0,0,0.00,0,East,0.00
928,25 Gha,Kathmandu,22000000,3,4,3.00,1,East,3.00
929,ddc chowk,Biratnagar,30000,0,0,0.00,0,East,16.00
930,Malpot office Manamaiju,Kathmandu,110000,0,6,3.00,1,East,6.00
931,Jhamsikhel,Lalitpur,40000,2,1,12.00,1,South,2.00
932,Infront Of Himani Trust,Kathmandu,5500000,0,0,0.00,0,South East,9.00
933,Maharajgunj,Kathmandu,62500000,5,6,2.00,5,East,7.25
934,Near Star Venue Party Palace,Kathmandu,8500000,0,0,0.00,0,South East,7.00
935,Ichangunarayan,Kathmandu,32500000,0,0,0.00,0,South,32.00
936,Yatayat Office sukedhara,Kathmandu,47000000,18,6,0.00,6,South,6.00
937,Russian Embassy Nepal,Kathmandu,175000,0,0,4.00,0,North,5.26
938,Devkota Sadak,Kathmandu,500000,0,0,1.00,0,South,7.86
939,Gahana Pokhari Main Road,Kathmandu,11000000,0,0,0.00,0,North East,16.00
940,Bhrikutichowk,Kathmandu,22500000,0,4,0.00,4,North,3.00
941,Mid baneshwor Beside Venus Hospital,Kathmandu,11000000,0,0,0.00,0,South East,26.00
942,Baluwatar Main Road,Kathmandu,13000000,0,0,0.00,0,East,31.00
943,Sherchan Colony,Kathmandu,45000000,6,6,3.00,2,South West,8.00
944,Park Village,Kathmandu,130000000,6,7,2.00,10,North,26.00
945,Lazimpat Main Road,Kathmandu,15000000,0,0,0.00,0,East,9.00
946,Dhumbarahi Main Road,Kathmandu,7500000,0,0,0.00,0,West,9.25
947,Shayansha Height Near Ram Mandir,Kathmandu,4000000,0,0,0.00,0,East,6.50
948,Mid Baneshwor Near Venus Hospital,Kathmandu,120000000,4,5,2.00,2,South East,12.12
949,Bishal Nagar,Kathmandu,100000,2,2,9.00,1,West,4.01
950,Balfal Bhelpa.,Lalitpur,45000,3,3,3.00,1,East,2.50
951,New Baneshwor Chowk,Kathmandu,350000,0,0,8.00,0,South,6.43
952,Payutar,Kathmandu,22000000,6,5,3.00,1,East,5.00
953,Tikathali,Lalitpur,17000000,3,2,2.00,3,West,4.00
954,Budhanilkantha,Kathmandu,550000,24,0,4.00,15,East,48.00
955,Golfutar,Kathmandu,30000000,10,8,4.00,2,South,4.00
956,Vadigoth,Kathmandu,7000000,0,0,0.00,0,West,3.00
957,Wasa hiti,Lalitpur,19000000,4,4,3.00,2,East,4.06
958,timalshina chowk,Lalitpur,18000000,0,4,4.00,0,South,2.19
959,Birganj Inner Bypass Rd,Parsa,1550000,0,0,0.00,0,North,8.95
960,Kavresthali,Kathmandu,12000000,1,1,1.00,1,North West,2.69
961,New Road,Kathmandu,122500000,23,10,0.00,0,West,2.50
962,Boudha - Jorpati Road,Kathmandu,55000,4,4,0.00,0,West,6.14
963,Thali,Kathmandu,1500000,0,0,0.00,0,North,3.50
964,Thali,Kathmandu,1300000,0,0,0.00,0,West,4.00
965,Karuna Marg,Kavre,815000,0,0,0.00,0,North,10.30
966,Thali,Kathmandu,1350000,0,0,0.00,0,North,6.00
967,New Baneshwor,Kathmandu,80000,6,2,3.00,0,South,0.00
968,Shiva Chowk,Kathmandu,20000000,0,0,0.00,0,South,4.00
969,Tikathali-1,Lalitpur,17000000,8,3,0.00,0,South,3.00
970,lolang hariyali basti,Kathmandu,17000000,0,0,0.00,0,East,3.00
971,Lolang,Kathmandu,8500000,4,0,0.00,0,South,2.50
972,Badikhel,Lalitpur,1100000,0,0,0.00,0,South,5.00
